seq_imag,name,imag_path,json_path,gtim_path
596,tubingen_000083_000019,fullImages\tubingen_000083_000019_leftImg8bit.png,fullImages\tubingen_000083_000019_gtFine_polygons.json,fullImages\tubingen_000083_000019_gtFine_labelIds.png
597,tubingen_000085_000019,fullImages\tubingen_000085_000019_leftImg8bit.png,fullImages\tubingen_000085_000019_gtFine_polygons.json,fullImages\tubingen_000085_000019_gtFine_labelIds.png
598,tubingen_000109_000019,fullImages\tubingen_000109_000019_leftImg8bit.png,fullImages\tubingen_000109_000019_gtFine_polygons.json,fullImages\tubingen_000109_000019_gtFine_labelIds.png
599,tubingen_000113_000019,fullImages\tubingen_000113_000019_leftImg8bit.png,fullImages\tubingen_000113_000019_gtFine_polygons.json,fullImages\tubingen_000113_000019_gtFine_labelIds.png
600,tubingen_000119_000019,fullImages\tubingen_000119_000019_leftImg8bit.png,fullImages\tubingen_000119_000019_gtFine_polygons.json,fullImages\tubingen_000119_000019_gtFine_labelIds.png
601,tubingen_000120_000019,fullImages\tubingen_000120_000019_leftImg8bit.png,fullImages\tubingen_000120_000019_gtFine_polygons.json,fullImages\tubingen_000120_000019_gtFine_labelIds.png
602,tubingen_000121_000019,fullImages\tubingen_000121_000019_leftImg8bit.png,fullImages\tubingen_000121_000019_gtFine_polygons.json,fullImages\tubingen_000121_000019_gtFine_labelIds.png
603,tubingen_000125_000019,fullImages\tubingen_000125_000019_leftImg8bit.png,fullImages\tubingen_000125_000019_gtFine_polygons.json,fullImages\tubingen_000125_000019_gtFine_labelIds.png
604,tubingen_000126_000019,fullImages\tubingen_000126_000019_leftImg8bit.png,fullImages\tubingen_000126_000019_gtFine_polygons.json,fullImages\tubingen_000126_000019_gtFine_labelIds.png
605,tubingen_000127_000019,fullImages\tubingen_000127_000019_leftImg8bit.png,fullImages\tubingen_000127_000019_gtFine_polygons.json,fullImages\tubingen_000127_000019_gtFine_labelIds.png
606,tubingen_000131_000019,fullImages\tubingen_000131_000019_leftImg8bit.png,fullImages\tubingen_000131_000019_gtFine_polygons.json,fullImages\tubingen_000131_000019_gtFine_labelIds.png
607,tubingen_000135_000019,fullImages\tubingen_000135_000019_leftImg8bit.png,fullImages\tubingen_000135_000019_gtFine_polygons.json,fullImages\tubingen_000135_000019_gtFine_labelIds.png
608,tubingen_000137_000019,fullImages\tubingen_000137_000019_leftImg8bit.png,fullImages\tubingen_000137_000019_gtFine_polygons.json,fullImages\tubingen_000137_000019_gtFine_labelIds.png
609,tubingen_000139_000019,fullImages\tubingen_000139_000019_leftImg8bit.png,fullImages\tubingen_000139_000019_gtFine_polygons.json,fullImages\tubingen_000139_000019_gtFine_labelIds.png
610,tubingen_000143_000019,fullImages\tubingen_000143_000019_leftImg8bit.png,fullImages\tubingen_000143_000019_gtFine_polygons.json,fullImages\tubingen_000143_000019_gtFine_labelIds.png
611,ulm_000000_000019,fullImages\ulm_000000_000019_leftImg8bit.png,fullImages\ulm_000000_000019_gtFine_polygons.json,fullImages\ulm_000000_000019_gtFine_labelIds.png
612,ulm_000005_000019,fullImages\ulm_000005_000019_leftImg8bit.png,fullImages\ulm_000005_000019_gtFine_polygons.json,fullImages\ulm_000005_000019_gtFine_labelIds.png
613,ulm_000006_000019,fullImages\ulm_000006_000019_leftImg8bit.png,fullImages\ulm_000006_000019_gtFine_polygons.json,fullImages\ulm_000006_000019_gtFine_labelIds.png
614,ulm_000023_000019,fullImages\ulm_000023_000019_leftImg8bit.png,fullImages\ulm_000023_000019_gtFine_polygons.json,fullImages\ulm_000023_000019_gtFine_labelIds.png
615,ulm_000024_000019,fullImages\ulm_000024_000019_leftImg8bit.png,fullImages\ulm_000024_000019_gtFine_polygons.json,fullImages\ulm_000024_000019_gtFine_labelIds.png
616,ulm_000038_000019,fullImages\ulm_000038_000019_leftImg8bit.png,fullImages\ulm_000038_000019_gtFine_polygons.json,fullImages\ulm_000038_000019_gtFine_labelIds.png
617,ulm_000039_000019,fullImages\ulm_000039_000019_leftImg8bit.png,fullImages\ulm_000039_000019_gtFine_polygons.json,fullImages\ulm_000039_000019_gtFine_labelIds.png
618,ulm_000045_000019,fullImages\ulm_000045_000019_leftImg8bit.png,fullImages\ulm_000045_000019_gtFine_polygons.json,fullImages\ulm_000045_000019_gtFine_labelIds.png
619,ulm_000048_000019,fullImages\ulm_000048_000019_leftImg8bit.png,fullImages\ulm_000048_000019_gtFine_polygons.json,fullImages\ulm_000048_000019_gtFine_labelIds.png
620,ulm_000050_000019,fullImages\ulm_000050_000019_leftImg8bit.png,fullImages\ulm_000050_000019_gtFine_polygons.json,fullImages\ulm_000050_000019_gtFine_labelIds.png
621,ulm_000051_000019,fullImages\ulm_000051_000019_leftImg8bit.png,fullImages\ulm_000051_000019_gtFine_polygons.json,fullImages\ulm_000051_000019_gtFine_labelIds.png
622,ulm_000052_000019,fullImages\ulm_000052_000019_leftImg8bit.png,fullImages\ulm_000052_000019_gtFine_polygons.json,fullImages\ulm_000052_000019_gtFine_labelIds.png
623,ulm_000053_000019,fullImages\ulm_000053_000019_leftImg8bit.png,fullImages\ulm_000053_000019_gtFine_polygons.json,fullImages\ulm_000053_000019_gtFine_labelIds.png
624,ulm_000058_000019,fullImages\ulm_000058_000019_leftImg8bit.png,fullImages\ulm_000058_000019_gtFine_polygons.json,fullImages\ulm_000058_000019_gtFine_labelIds.png
625,ulm_000062_000019,fullImages\ulm_000062_000019_leftImg8bit.png,fullImages\ulm_000062_000019_gtFine_polygons.json,fullImages\ulm_000062_000019_gtFine_labelIds.png
626,ulm_000064_000019,fullImages\ulm_000064_000019_leftImg8bit.png,fullImages\ulm_000064_000019_gtFine_polygons.json,fullImages\ulm_000064_000019_gtFine_labelIds.png
627,ulm_000067_000019,fullImages\ulm_000067_000019_leftImg8bit.png,fullImages\ulm_000067_000019_gtFine_polygons.json,fullImages\ulm_000067_000019_gtFine_labelIds.png
628,ulm_000068_000019,fullImages\ulm_000068_000019_leftImg8bit.png,fullImages\ulm_000068_000019_gtFine_polygons.json,fullImages\ulm_000068_000019_gtFine_labelIds.png
629,ulm_000069_000019,fullImages\ulm_000069_000019_leftImg8bit.png,fullImages\ulm_000069_000019_gtFine_polygons.json,fullImages\ulm_000069_000019_gtFine_labelIds.png
630,ulm_000070_000019,fullImages\ulm_000070_000019_leftImg8bit.png,fullImages\ulm_000070_000019_gtFine_polygons.json,fullImages\ulm_000070_000019_gtFine_labelIds.png
631,ulm_000072_000019,fullImages\ulm_000072_000019_leftImg8bit.png,fullImages\ulm_000072_000019_gtFine_polygons.json,fullImages\ulm_000072_000019_gtFine_labelIds.png
632,ulm_000073_000019,fullImages\ulm_000073_000019_leftImg8bit.png,fullImages\ulm_000073_000019_gtFine_polygons.json,fullImages\ulm_000073_000019_gtFine_labelIds.png
633,ulm_000077_000019,fullImages\ulm_000077_000019_leftImg8bit.png,fullImages\ulm_000077_000019_gtFine_polygons.json,fullImages\ulm_000077_000019_gtFine_labelIds.png
634,ulm_000078_000019,fullImages\ulm_000078_000019_leftImg8bit.png,fullImages\ulm_000078_000019_gtFine_polygons.json,fullImages\ulm_000078_000019_gtFine_labelIds.png
635,zurich_000002_000019,fullImages\zurich_000002_000019_leftImg8bit.png,fullImages\zurich_000002_000019_gtFine_polygons.json,fullImages\zurich_000002_000019_gtFine_labelIds.png
636,zurich_000003_000019,fullImages\zurich_000003_000019_leftImg8bit.png,fullImages\zurich_000003_000019_gtFine_polygons.json,fullImages\zurich_000003_000019_gtFine_labelIds.png
637,zurich_000004_000019,fullImages\zurich_000004_000019_leftImg8bit.png,fullImages\zurich_000004_000019_gtFine_polygons.json,fullImages\zurich_000004_000019_gtFine_labelIds.png
638,zurich_000006_000019,fullImages\zurich_000006_000019_leftImg8bit.png,fullImages\zurich_000006_000019_gtFine_polygons.json,fullImages\zurich_000006_000019_gtFine_labelIds.png
639,zurich_000009_000019,fullImages\zurich_000009_000019_leftImg8bit.png,fullImages\zurich_000009_000019_gtFine_polygons.json,fullImages\zurich_000009_000019_gtFine_labelIds.png
640,zurich_000010_000019,fullImages\zurich_000010_000019_leftImg8bit.png,fullImages\zurich_000010_000019_gtFine_polygons.json,fullImages\zurich_000010_000019_gtFine_labelIds.png
641,zurich_000013_000019,fullImages\zurich_000013_000019_leftImg8bit.png,fullImages\zurich_000013_000019_gtFine_polygons.json,fullImages\zurich_000013_000019_gtFine_labelIds.png
642,zurich_000014_000019,fullImages\zurich_000014_000019_leftImg8bit.png,fullImages\zurich_000014_000019_gtFine_polygons.json,fullImages\zurich_000014_000019_gtFine_labelIds.png
643,zurich_000015_000019,fullImages\zurich_000015_000019_leftImg8bit.png,fullImages\zurich_000015_000019_gtFine_polygons.json,fullImages\zurich_000015_000019_gtFine_labelIds.png
644,zurich_000017_000019,fullImages\zurich_000017_000019_leftImg8bit.png,fullImages\zurich_000017_000019_gtFine_polygons.json,fullImages\zurich_000017_000019_gtFine_labelIds.png
645,zurich_000019_000019,fullImages\zurich_000019_000019_leftImg8bit.png,fullImages\zurich_000019_000019_gtFine_polygons.json,fullImages\zurich_000019_000019_gtFine_labelIds.png
646,zurich_000020_000019,fullImages\zurich_000020_000019_leftImg8bit.png,fullImages\zurich_000020_000019_gtFine_polygons.json,fullImages\zurich_000020_000019_gtFine_labelIds.png
647,zurich_000022_000019,fullImages\zurich_000022_000019_leftImg8bit.png,fullImages\zurich_000022_000019_gtFine_polygons.json,fullImages\zurich_000022_000019_gtFine_labelIds.png
648,zurich_000024_000019,fullImages\zurich_000024_000019_leftImg8bit.png,fullImages\zurich_000024_000019_gtFine_polygons.json,fullImages\zurich_000024_000019_gtFine_labelIds.png
649,zurich_000027_000019,fullImages\zurich_000027_000019_leftImg8bit.png,fullImages\zurich_000027_000019_gtFine_polygons.json,fullImages\zurich_000027_000019_gtFine_labelIds.png
650,zurich_000029_000019,fullImages\zurich_000029_000019_leftImg8bit.png,fullImages\zurich_000029_000019_gtFine_polygons.json,fullImages\zurich_000029_000019_gtFine_labelIds.png
651,zurich_000032_000019,fullImages\zurich_000032_000019_leftImg8bit.png,fullImages\zurich_000032_000019_gtFine_polygons.json,fullImages\zurich_000032_000019_gtFine_labelIds.png
652,zurich_000033_000019,fullImages\zurich_000033_000019_leftImg8bit.png,fullImages\zurich_000033_000019_gtFine_polygons.json,fullImages\zurich_000033_000019_gtFine_labelIds.png
653,zurich_000034_000019,fullImages\zurich_000034_000019_leftImg8bit.png,fullImages\zurich_000034_000019_gtFine_polygons.json,fullImages\zurich_000034_000019_gtFine_labelIds.png
654,zurich_000036_000019,fullImages\zurich_000036_000019_leftImg8bit.png,fullImages\zurich_000036_000019_gtFine_polygons.json,fullImages\zurich_000036_000019_gtFine_labelIds.png
655,zurich_000039_000019,fullImages\zurich_000039_000019_leftImg8bit.png,fullImages\zurich_000039_000019_gtFine_polygons.json,fullImages\zurich_000039_000019_gtFine_labelIds.png
656,zurich_000040_000019,fullImages\zurich_000040_000019_leftImg8bit.png,fullImages\zurich_000040_000019_gtFine_polygons.json,fullImages\zurich_000040_000019_gtFine_labelIds.png
657,zurich_000042_000019,fullImages\zurich_000042_000019_leftImg8bit.png,fullImages\zurich_000042_000019_gtFine_polygons.json,fullImages\zurich_000042_000019_gtFine_labelIds.png
658,zurich_000044_000019,fullImages\zurich_000044_000019_leftImg8bit.png,fullImages\zurich_000044_000019_gtFine_polygons.json,fullImages\zurich_000044_000019_gtFine_labelIds.png
659,zurich_000045_000019,fullImages\zurich_000045_000019_leftImg8bit.png,fullImages\zurich_000045_000019_gtFine_polygons.json,fullImages\zurich_000045_000019_gtFine_labelIds.png
660,zurich_000050_000019,fullImages\zurich_000050_000019_leftImg8bit.png,fullImages\zurich_000050_000019_gtFine_polygons.json,fullImages\zurich_000050_000019_gtFine_labelIds.png
661,zurich_000051_000019,fullImages\zurich_000051_000019_leftImg8bit.png,fullImages\zurich_000051_000019_gtFine_polygons.json,fullImages\zurich_000051_000019_gtFine_labelIds.png
662,zurich_000073_000019,fullImages\zurich_000073_000019_leftImg8bit.png,fullImages\zurich_000073_000019_gtFine_polygons.json,fullImages\zurich_000073_000019_gtFine_labelIds.png
663,zurich_000074_000019,fullImages\zurich_000074_000019_leftImg8bit.png,fullImages\zurich_000074_000019_gtFine_polygons.json,fullImages\zurich_000074_000019_gtFine_labelIds.png
664,zurich_000075_000019,fullImages\zurich_000075_000019_leftImg8bit.png,fullImages\zurich_000075_000019_gtFine_polygons.json,fullImages\zurich_000075_000019_gtFine_labelIds.png
665,zurich_000077_000019,fullImages\zurich_000077_000019_leftImg8bit.png,fullImages\zurich_000077_000019_gtFine_polygons.json,fullImages\zurich_000077_000019_gtFine_labelIds.png
666,zurich_000078_000019,fullImages\zurich_000078_000019_leftImg8bit.png,fullImages\zurich_000078_000019_gtFine_polygons.json,fullImages\zurich_000078_000019_gtFine_labelIds.png
667,zurich_000079_000019,fullImages\zurich_000079_000019_leftImg8bit.png,fullImages\zurich_000079_000019_gtFine_polygons.json,fullImages\zurich_000079_000019_gtFine_labelIds.png
668,zurich_000080_000019,fullImages\zurich_000080_000019_leftImg8bit.png,fullImages\zurich_000080_000019_gtFine_polygons.json,fullImages\zurich_000080_000019_gtFine_labelIds.png
669,zurich_000082_000019,fullImages\zurich_000082_000019_leftImg8bit.png,fullImages\zurich_000082_000019_gtFine_polygons.json,fullImages\zurich_000082_000019_gtFine_labelIds.png
670,zurich_000086_000019,fullImages\zurich_000086_000019_leftImg8bit.png,fullImages\zurich_000086_000019_gtFine_polygons.json,fullImages\zurich_000086_000019_gtFine_labelIds.png
671,zurich_000087_000019,fullImages\zurich_000087_000019_leftImg8bit.png,fullImages\zurich_000087_000019_gtFine_polygons.json,fullImages\zurich_000087_000019_gtFine_labelIds.png
672,zurich_000099_000019,fullImages\zurich_000099_000019_leftImg8bit.png,fullImages\zurich_000099_000019_gtFine_polygons.json,fullImages\zurich_000099_000019_gtFine_labelIds.png
673,zurich_000102_000019,fullImages\zurich_000102_000019_leftImg8bit.png,fullImages\zurich_000102_000019_gtFine_polygons.json,fullImages\zurich_000102_000019_gtFine_labelIds.png
674,zurich_000105_000019,fullImages\zurich_000105_000019_leftImg8bit.png,fullImages\zurich_000105_000019_gtFine_polygons.json,fullImages\zurich_000105_000019_gtFine_labelIds.png
675,zurich_000106_000019,fullImages\zurich_000106_000019_leftImg8bit.png,fullImages\zurich_000106_000019_gtFine_polygons.json,fullImages\zurich_000106_000019_gtFine_labelIds.png
676,zurich_000117_000019,fullImages\zurich_000117_000019_leftImg8bit.png,fullImages\zurich_000117_000019_gtFine_polygons.json,fullImages\zurich_000117_000019_gtFine_labelIds.png
677,zurich_000118_000019,fullImages\zurich_000118_000019_leftImg8bit.png,fullImages\zurich_000118_000019_gtFine_polygons.json,fullImages\zurich_000118_000019_gtFine_labelIds.png
678,zurich_000121_000019,fullImages\zurich_000121_000019_leftImg8bit.png,fullImages\zurich_000121_000019_gtFine_polygons.json,fullImages\zurich_000121_000019_gtFine_labelIds.png
